order_id,supplier_id,product_id,filled_qty,delivered_at,cancelled,cancellation_reason,outcome_final
ORD-000103,SUP-022,PROD-0106,20,2026-06-14T13:06:30.586Z,false,,true
ORD-000104,SUP-003,PROD-0141,40,2026-08-03T02:34:17.734Z,false,,true
ORD-000105,SUP-015,PROD-0017,40,2025-11-18T05:03:11.213Z,false,,true
ORD-000106,SUP-026,PROD-0033,200,2026-02-09T03:17:38.862Z,false,,true
ORD-000107,SUP-020,PROD-0077,10,2026-01-26T20:36:20.831Z,false,,true
ORD-000108,SUP-016,PROD-0067,60,2026-08-08T11:09:01.617Z,false,,true
ORD-000108,SUP-016,PROD-0160,50,2026-08-08T11:03:01.617Z,false,,true
ORD-000109,SUP-011,PROD-0152,100,2026-05-13T09:37:52.489Z,false,,true
ORD-000110,SUP-008,PROD-0069,16,2026-03-30T22:18:26.674Z,false,,true
ORD-000111,SUP-003,PROD-0143,150,2026-01-12T04:38:44.183Z,false,,true
ORD-000111,SUP-003,PROD-0007,20,2026-01-12T04:58:44.183Z,false,,true
ORD-000111,SUP-003,PROD-0070,25,2026-01-12T02:33:44.183Z,false,,true
ORD-000112,SUP-015,PROD-0067,40,2026-04-30T18:51:05.843Z,false,,true
ORD-000113,SUP-011,PROD-0114,50,2025-10-11T18:22:53.907Z,false,,true
ORD-000114,SUP-017,PROD-0193,115,2026-02-10T17:40:06.749Z,false,,true
ORD-000115,SUP-001,PROD-0097,30,2026-08-03T22:06:47.340Z,false,,true
ORD-000116,SUP-011,PROD-0088,50,2026-02-19T03:07:59.379Z,false,,true
ORD-000116,SUP-011,PROD-0022,25,2026-02-19T04:26:59.379Z,false,,true
ORD-000116,SUP-011,PROD-0006,25,2026-02-19T01:05:59.379Z,false,,true
ORD-000117,SUP-018,PROD-0093,150,2026-08-12T13:19:26.487Z,false,,true
ORD-000117,SUP-018,PROD-0193,25,2026-08-12T04:05:26.487Z,false,,true
ORD-000117,SUP-018,PROD-0131,20,2026-08-12T00:04:26.487Z,false,,true
ORD-000117,SUP-018,PROD-0116,25,2026-08-11T23:51:26.487Z,false,,true
ORD-000118,SUP-008,PROD-0054,100,2025-10-15T07:18:09.953Z,false,,true
ORD-000118,SUP-008,PROD-0016,60,2025-10-15T02:06:09.953Z,false,,true
ORD-000118,SUP-008,PROD-0013,40,2025-10-15T04:03:09.953Z,false,,true
ORD-000119,SUP-015,PROD-0131,60,2025-10-21T03:31:00.490Z,false,,true
ORD-000120,SUP-009,PROD-0196,50,2026-01-26T10:48:38.885Z,false,,true
ORD-000121,SUP-018,PROD-0137,30,2026-01-26T18:30:05.392Z,false,,true
ORD-000122,SUP-003,PROD-0046,200,2026-05-14T00:03:13.717Z,false,,true
ORD-000122,SUP-003,PROD-0168,60,2026-05-14T01:18:13.717Z,false,,true
ORD-000122,SUP-003,PROD-0105,40,2026-05-14T05:03:13.717Z,false,,true
ORD-000122,SUP-003,PROD-0084,50,2026-05-13T21:08:13.717Z,false,,true
ORD-000123,SUP-006,PROD-0060,150,2026-06-13T13:42:09.022Z,false,,true
ORD-000124,SUP-014,PROD-0137,40,2025-11-10T08:04:16.573Z,false,,true
ORD-000125,SUP-003,PROD-0045,10,2025-12-29T09:25:36.501Z,false,,true
ORD-000126,SUP-015,PROD-0194,150,2026-01-30T08:19:00.231Z,false,,true
ORD-000127,SUP-006,PROD-0110,60,2026-01-13T12:48:38.862Z,false,,true
ORD-000128,SUP-011,PROD-0116,200,2026-02-09T00:56:10.059Z,false,,true
ORD-000128,SUP-011,PROD-0138,100,2026-02-09T01:08:10.059Z,false,,true
ORD-000129,SUP-011,PROD-0013,145,2026-08-05T22:18:12.958Z,false,,true
ORD-000130,SUP-014,PROD-0030,30,2026-04-14T08:34:07.514Z,false,,true
ORD-000131,SUP-010,PROD-0054,10,2026-07-24T23:52:03.473Z,false,,true
ORD-000131,SUP-010,PROD-0177,30,2026-07-24T18:25:03.473Z,false,,true
ORD-000131,SUP-010,PROD-0002,40,2026-07-24T20:56:03.473Z,false,,true
ORD-000131,SUP-010,PROD-0103,100,2026-07-24T19:54:03.473Z,false,,true
ORD-000132,SUP-026,PROD-0091,75,2026-02-28T06:35:39.414Z,false,,true
ORD-000133,SUP-015,PROD-0116,30,2026-04-07T23:26:12.814Z,false,,true
ORD-000134,SUP-013,PROD-0156,18,2026-02-23T23:27:54.791Z,false,,true
ORD-000135,SUP-016,PROD-0017,75,2026-08-11T05:50:32.125Z,false,,true
ORD-000135,SUP-016,PROD-0121,0,,true,Stock exhausted at regional depot.,true
ORD-000135,SUP-016,PROD-0091,60,2026-08-11T02:52:32.125Z,false,,true
ORD-000136,SUP-028,PROD-0025,20,2026-08-14T15:09:06.261Z,false,,true
ORD-000136,SUP-028,PROD-0180,4,2026-08-14T20:45:06.261Z,false,,true
ORD-000136,SUP-028,PROD-0160,40,2026-08-15T16:31:06.261Z,false,,true
ORD-000137,SUP-017,PROD-0109,100,2026-02-28T20:45:20.048Z,false,,true
ORD-000137,SUP-017,PROD-0178,50,2026-02-28T18:51:20.048Z,false,,true
ORD-000138,SUP-016,PROD-0190,20,2025-11-02T14:18:15.625Z,false,,true
ORD-000139,SUP-006,PROD-0173,10,2026-02-16T16:25:58.183Z,false,,true
ORD-000140,SUP-015,PROD-0097,60,2025-12-09T10:09:11.452Z,false,,true
ORD-000140,SUP-015,PROD-0058,10,2025-12-09T15:45:11.452Z,false,,true
ORD-000140,SUP-015,PROD-0082,30,2025-12-09T10:03:11.452Z,false,,true
ORD-000141,SUP-027,PROD-0013,100,2026-02-01T11:19:06.316Z,false,,true
ORD-000142,SUP-028,PROD-0062,40,2026-08-09T23:14:28.431Z,false,,true
ORD-000143,SUP-023,PROD-0157,30,2025-10-17T23:35:56.599Z,false,,true
ORD-000144,SUP-016,PROD-0112,100,2026-05-02T01:04:59.509Z,false,,true
ORD-000145,SUP-018,PROD-0122,30,2025-12-31T14:19:42.640Z,false,,true
ORD-000146,SUP-004,PROD-0152,20,2025-10-12T20:58:52.896Z,false,,true
ORD-000147,SUP-015,PROD-0006,150,2026-05-19T05:37:44.745Z,false,,true
ORD-000148,SUP-028,PROD-0112,100,2026-01-18T04:19:42.634Z,false,,true
ORD-000148,SUP-028,PROD-0080,50,2026-01-17T23:44:42.634Z,false,,true
ORD-000148,SUP-028,PROD-0128,60,2026-01-18T06:05:42.634Z,false,,true
ORD-000148,SUP-028,PROD-0072,150,2026-01-17T20:52:42.634Z,false,,true
ORD-000149,SUP-012,PROD-0037,200,2026-07-27T06:19:23.807Z,false,,true
ORD-000150,SUP-007,PROD-0145,28,2025-12-04T23:58:28.292Z,false,,true
ORD-000151,SUP-014,PROD-0075,50,2025-11-03T12:30:13.506Z,false,,true
ORD-000151,SUP-014,PROD-0086,30,2025-11-03T12:22:13.506Z,false,,true
ORD-000151,SUP-014,PROD-0193,33,2025-11-03T11:52:13.506Z,false,,true
ORD-000152,SUP-008,PROD-0074,100,2026-08-03T05:27:11.077Z,false,,true
ORD-000152,SUP-008,PROD-0190,10,2026-08-03T08:53:11.077Z,false,,true
ORD-000152,SUP-008,PROD-0005,40,2026-08-03T07:45:11.077Z,false,,true
ORD-000152,SUP-008,PROD-0065,7,2026-08-03T08:29:11.077Z,false,,true
ORD-000153,SUP-016,PROD-0029,60,2026-06-13T12:19:35.609Z,false,,true
ORD-000154,SUP-015,PROD-0117,20,2025-12-11T00:51:49.080Z,false,,true
ORD-000155,SUP-008,PROD-0198,150,2026-05-22T00:04:06.103Z,false,,true
ORD-000156,SUP-003,PROD-0084,100,2026-04-26T16:36:09.511Z,false,,true
ORD-000156,SUP-003,PROD-0057,100,2026-04-26T19:40:09.511Z,false,,true
ORD-000156,SUP-003,PROD-0067,40,2026-04-26T17:37:09.511Z,false,,true
ORD-000156,SUP-003,PROD-0005,200,2026-04-26T17:02:09.511Z,false,,true
ORD-000157,SUP-010,PROD-0021,50,2025-10-09T19:39:40.123Z,false,,true
ORD-000157,SUP-010,PROD-0142,10,2025-10-09T14:08:40.123Z,false,,true
ORD-000157,SUP-010,PROD-0192,50,2025-10-09T18:02:40.123Z,false,,true
ORD-000158,SUP-003,PROD-0062,75,2026-01-04T06:40:37.847Z,false,,true
ORD-000159,SUP-026,PROD-0080,30,2026-08-10T11:19:36.688Z,false,,true
ORD-000160,SUP-001,PROD-0078,40,2026-06-18T00:01:32.960Z,false,,true
ORD-000161,SUP-015,PROD-0076,150,2025-11-06T06:40:21.739Z,false,,true
ORD-000162,SUP-016,PROD-0200,10,2026-08-13T04:29:41.476Z,false,,true
ORD-000163,SUP-011,PROD-0064,20,2026-02-06T23:22:41.510Z,false,,true
ORD-000164,SUP-015,PROD-0060,118,2026-06-12T05:21:10.466Z,false,,true
ORD-000165,SUP-022,PROD-0021,20,2026-05-30T05:19:34.549Z,false,,true
ORD-000166,SUP-028,PROD-0066,10,2026-05-03T06:41:14.696Z,false,,true
ORD-000167,SUP-028,PROD-0132,200,2026-08-11T13:45:22.971Z,false,,true
ORD-000168,SUP-015,PROD-0106,40,2025-11-04T09:39:41.194Z,false,,true
ORD-000169,SUP-019,PROD-0155,50,2026-05-05T14:13:46.430Z,false,,true
ORD-000170,SUP-014,PROD-0183,25,2026-08-11T12:01:47.211Z,false,,true
ORD-000171,SUP-016,PROD-0042,50,2026-05-30T20:54:21.714Z,false,,true
ORD-000171,SUP-016,PROD-0032,40,2026-05-30T12:17:21.714Z,false,,true
ORD-000171,SUP-016,PROD-0019,150,2026-05-30T19:00:21.714Z,false,,true
ORD-000171,SUP-016,PROD-0057,100,2026-05-31T06:41:21.714Z,false,,true
ORD-000172,SUP-002,PROD-0039,10,2026-08-07T21:44:58.311Z,false,,true
ORD-000172,SUP-002,PROD-0021,25,2026-08-07T15:26:58.311Z,false,,true
ORD-000172,SUP-002,PROD-0130,150,2026-08-07T17:34:58.311Z,false,,true
ORD-000173,SUP-011,PROD-0004,10,2025-11-28T22:36:13.015Z,false,,true
ORD-000174,SUP-006,PROD-0065,100,2025-10-07T18:18:55.139Z,false,,true
ORD-000175,SUP-015,PROD-0134,20,2026-06-20T01:02:57.667Z,false,,true
ORD-000176,SUP-021,PROD-0012,40,2026-03-11T00:44:02.282Z,false,,true
ORD-000176,SUP-021,PROD-0166,150,2026-03-11T07:39:02.282Z,false,,true
ORD-000176,SUP-021,PROD-0142,10,2026-03-11T05:53:02.282Z,false,,true
ORD-000177,SUP-026,PROD-0039,60,2026-08-06T06:55:08.636Z,false,,true
ORD-000177,SUP-026,PROD-0147,100,2026-08-06T03:03:08.636Z,false,,true
ORD-000177,SUP-026,PROD-0135,10,2026-08-06T08:01:08.636Z,false,,true
ORD-000178,SUP-017,PROD-0027,30,2026-05-30T18:58:22.766Z,false,,true
ORD-000179,SUP-006,PROD-0030,30,2026-05-25T20:27:06.066Z,false,,true
ORD-000179,SUP-006,PROD-0065,150,2026-05-25T21:32:06.066Z,false,,true
ORD-000179,SUP-006,PROD-0025,40,2026-05-25T21:46:06.066Z,false,,true
ORD-000180,SUP-016,PROD-0107,25,2025-10-24T14:36:57.127Z,false,,true
ORD-000181,SUP-027,PROD-0135,60,2026-01-04T09:11:15.515Z,false,,true
ORD-000181,SUP-027,PROD-0029,60,2026-01-04T20:57:15.515Z,false,,true
ORD-000181,SUP-027,PROD-0195,20,2026-01-04T07:39:15.515Z,false,,true
ORD-000181,SUP-027,PROD-0086,100,2026-01-04T10:06:15.515Z,false,,true
ORD-000182,SUP-015,PROD-0053,20,2025-11-26T13:37:25.269Z,false,,true
ORD-000182,SUP-015,PROD-0024,100,2025-11-26T08:59:25.269Z,false,,true
ORD-000182,SUP-015,PROD-0051,25,2025-11-26T15:31:25.269Z,false,,true
ORD-000182,SUP-015,PROD-0073,150,2025-11-26T06:59:25.269Z,false,,true
ORD-000183,SUP-013,PROD-0095,44,2026-03-26T20:55:04.882Z,false,,true
ORD-000184,SUP-014,PROD-0087,40,2026-01-19T07:02:13.299Z,false,,true
ORD-000185,SUP-005,PROD-0031,75,2026-08-14T01:25:09.199Z,false,,true
ORD-000186,SUP-002,PROD-0123,75,2026-08-14T05:07:06.450Z,false,,true
ORD-000186,SUP-002,PROD-0187,75,2026-08-14T01:02:06.450Z,false,,true
ORD-000186,SUP-002,PROD-0058,12,2026-08-14T02:26:06.450Z,false,,true
ORD-000187,SUP-024,PROD-0072,10,2026-02-26T18:57:50.682Z,false,,true
ORD-000188,SUP-004,PROD-0053,150,2025-10-25T17:14:04.605Z,false,,true
ORD-000189,SUP-015,PROD-0181,10,2025-11-04T17:52:51.503Z,false,,true
ORD-000190,SUP-028,PROD-0017,150,2026-04-14T02:06:53.869Z,false,,true
ORD-000191,SUP-027,PROD-0005,100,2026-01-11T15:28:34.831Z,false,,true
ORD-000191,SUP-027,PROD-0038,40,2026-01-11T11:18:34.831Z,false,,true
ORD-000192,SUP-018,PROD-0103,20,2026-08-08T01:50:55.077Z,false,,true
ORD-000192,SUP-018,PROD-0143,50,2026-08-07T23:40:55.077Z,false,,true
ORD-000193,SUP-022,PROD-0018,40,2025-10-04T11:55:46.491Z,false,,true
ORD-000194,SUP-002,PROD-0071,60,2026-06-05T04:40:51.610Z,false,,true
ORD-000195,SUP-012,PROD-0015,10,2025-10-16T01:21:44.403Z,false,,true
ORD-000196,SUP-015,PROD-0108,10,2025-11-10T03:21:17.205Z,false,,true
ORD-000197,SUP-019,PROD-0053,40,2026-02-23T02:12:39.024Z,false,,true
ORD-000198,SUP-016,PROD-0142,200,2026-04-10T10:10:34.053Z,false,,true
ORD-000199,SUP-015,PROD-0010,50,2026-05-23T09:36:00.145Z,false,,true
ORD-000200,SUP-024,PROD-0107,10,2026-08-05T11:32:14.023Z,false,,true
ORD-000200,SUP-024,PROD-0003,60,2026-08-05T15:08:14.023Z,false,,true
ORD-000201,SUP-025,PROD-0056,100,2026-08-12T02:40:43.452Z,false,,true
ORD-000202,SUP-024,PROD-0070,60,2026-08-10T06:41:26.991Z,false,,true
ORD-000203,SUP-015,PROD-0050,150,2026-04-12T01:22:13.166Z,false,,true
ORD-000203,SUP-015,PROD-0192,200,2026-04-12T05:50:13.166Z,false,,true
ORD-000203,SUP-015,PROD-0111,10,2026-04-12T04:21:13.166Z,false,,true
